name,location,locality,city,cuisine,rating,votes,cost,main_cuisine
House Of Beans,"C Scheme, Central Jaipur",Central Jaipur,Jaipur,"Italian,  Fast Food",3.8,6,600,Italian
Barista,"C Scheme, Central Jaipur",Central Jaipur,Jaipur,"Coffee,  North Indian,  Italian,  Continental,  Desserts",4.1,77,600,Coffee
Krystal Bar,"Hilton Hotel,Bais Godam, Central Jaipur",Central Jaipur,Jaipur,Finger Food,2.5,6,3200,Finger Food
Safa,"Golden Tulip,Mirza Ismail Road, West Jaipur",West Jaipur,Jaipur,Finger Food,3.6,5,1800,Finger Food
T.Y.H - The Robot Restaurant,"Mirza Ismail Road, West Jaipur",West Jaipur,Jaipur,"North Indian,  Italian,  Mexican",3.7,154,1100,North Indian
Jazz Club,"Mirza Ismail Road, West Jaipur",West Jaipur,Jaipur,"North Indian,  Italian",5.0,1,900,North Indian
RJ 14,"Ajmer Road, West Jaipur",West Jaipur,Jaipur,"North Indian,  South Indian",4.1,156,1300,North Indian
Shyam Darbaar,"Bais Godam, Central Jaipur",Central Jaipur,Jaipur,"North Indian,  Chinese,  Fast Food,  Italian,  South Indian",3.6,18,700,North Indian
Chawla's Restaurant,"Sodala, West Jaipur",West Jaipur,Jaipur,"North Indian,  Chinese",4.9,17,700,North Indian
Jaigarh Kitchen,"C Scheme, Central Jaipur",Central Jaipur,Jaipur,"North Indian,  Fast Food",5.0,1,700,North Indian
Tan-Sukh,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Oriental ,  Rajasthani",4.6,103,1200,Multi-Cuisine
Citrus Cafe,"Lemon Tree Premier Hotel,Bani Park, Central Jaipur",Central Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Continental,  Oriental ,  Rajasthani",4.5,4,2000,Multi-Cuisine
Chaisa,"C Scheme, Central Jaipur",Central Jaipur,Jaipur,"Fast Food,  Tea",3.6,20,800,Fast Food
The Socialite,"Tonk Road, South Jaipur",South Jaipur,Jaipur,Finger Food,4.0,84,2000,Finger Food
The Eclectica,"Sodala, West Jaipur",West Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  South Indian,  Fast Food",4.2,183,1400,Multi-Cuisine
Cafe Viva Bar,"Leisure Inn Grand Chanakya,Mirza Ismail Road, West Jaipur",West Jaipur,Jaipur,"North Indian,  Chinese,  Continental,  Thai",3.0,4,1200,North Indian
Pakwaan Skydeck Candlelight Dinner,"Bani Park, Central Jaipur",Central Jaipur,Jaipur,North Indian,4.6,14,3000,North Indian
Chum Bakk Cafe,"Shyam Nagar, West Jaipur",West Jaipur,Jaipur,"Fast Food,  North Indian,  Italian",4.4,27,1100,Fast Food
The Buddy's Cafe,"Sodala, West Jaipur",West Jaipur,Jaipur,"North Indian,  Fast Food,  Chinese",4.2,8,700,North Indian
Fusion Restro,"Lal Kothi, Central Jaipur",Central Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",3.9,23,900,Multi-Cuisine
Pint House,"Sodala, West Jaipur",West Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Lebanese",4.1,31,1100,Multi-Cuisine
Kanha,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"North Indian,  Fast Food,  Chinese,  South Indian",3.8,60,500,North Indian
BEATLES Bar & Lounge,"Tonk Road, South Jaipur",South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Oriental",4.3,95,2100,Multi-Cuisine
Mad Pops,"Mansarovar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Mexican,  Italian",4.5,78,1500,North Indian
Decked Up By Garden Cafe,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  South Indian",4.3,118,1100,Multi-Cuisine
Kanha,"Shastri Nagar, North Jaipur",North Jaipur,Jaipur,"North Indian,  Fast Food,  Chinese,  South Indian",3.4,23,500,North Indian
The Messy Door,"Shastri Nagar, North Jaipur",North Jaipur,Jaipur,"Italian,  Shakes,  Waffle",4.5,30,700,Italian
MALANA,"Tonk Road, South Jaipur",South Jaipur,Jaipur,"North Indian,  Fast Food",4.0,61,1500,North Indian
The Momoz Hub,"Shyam Nagar, West Jaipur",West Jaipur,Jaipur,"Chinese,  Tibetan,  Fast Food",4.3,9,500,Chinese
Tikkad,"Sodala, West Jaipur",West Jaipur,Jaipur,"North Indian,  Chinese",3.1,12,500,North Indian
Mamu's Infusion,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"Italian,  North Indian,  Chinese,  Mexican,  Fast Food",4.4,29,700,Italian
Cafe Metanoia- Grand Uniara,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur",East Jaipur,Jaipur,"Italian,  Fast Food",4.5,34,1500,Italian
Biryani By Kilo,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"Mughlai,  Hyderabadi,  Biryani",4.4,68,1100,Mughlai
Brown Sugar Grand,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"North Indian,  Italian,  Fast Food,  Drinks",4.3,90,900,North Indian
Pakwaan Restaurant,"Bani Park, Central Jaipur",Central Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese",3.5,2,900,Multi-Cuisine
Satva,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur",East Jaipur,Jaipur,"North Indian,  Chinese,  South Indian",4.0,38,1400,North Indian
Quyu's Cafe,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"Multi-Cuisine,  Italian,  Continental,  Fast Food",5.0,4,1100,Multi-Cuisine
Arogo,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur",East Jaipur,Jaipur,"North Indian,  South Indian,  Seafood",4.2,4,1400,North Indian
August House,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"Italian,  Mexican,  Continental",4.5,26,1300,Italian
Sky Beach,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"North Indian,  Continental,  Italian,  Chinese",3.3,203,1400,North Indian
Firewood,"Bapu Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Italian,  Chinese,  South Indian",4.2,41,1000,North Indian
Sethia's Dana Pani,"Shyam Nagar, West Jaipur",West Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian",4.3,91,1100,Multi-Cuisine
Esko Bar,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur",East Jaipur,Jaipur,Finger Food,4.2,7,1800,Finger Food
Brown Sugar Quick,"Bapu Nagar, South Jaipur",South Jaipur,Jaipur,Fast Food,4.0,2,600,Fast Food
Brassica Grill & Platters,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"North Indian,  Mughlai,  Chettinad",4.4,20,1300,North Indian
Brown Bites,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"Bakery and Confectionary,  Coffee,  Desserts,  Fast Food",4.0,19,900,Bakery and Confectionary
TGIB : The Grand Indian Buffet,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"North Indian,  Asian,  Continental",3.9,115,1200,North Indian
Tasty Vibes,"Raja Park, East Jaipur",East Jaipur,Jaipur,"North Indian,  Chinese,  South Indian,  Fast Food",5.0,1,500,North Indian
Handi Restaurant,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"North Indian,  Chinese,  Continental",3.9,26,1500,North Indian
Baradari,"Pink CIty, Central Jaipur",Central Jaipur,Jaipur,"North Indian,  Italian,  Continental",4.4,30,2400,North Indian
Burj,"Grand Uniara Hotel,Narayan Singh Circle, East Jaipur",East Jaipur,Jaipur,Finger Food,3.2,34,2000,Finger Food
Spicy Grilled Tikka & Curry Restaurant,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,North Indian,5.0,2,600,North Indian
Tooka Restobar,"Hotel Sarovar Premiere,Lal Kothi, Central Jaipur",Central Jaipur,Jaipur,Multi-Cuisine,3.5,3,2000,Multi-Cuisine
OUT - Once Upon A Terrace,"Elements Mall,Ajmer Road, West Jaipur",West Jaipur,Jaipur,"North Indian,  Italian,  Continental",4.1,74,1000,North Indian
Richie Rich Cafe and Restaurant,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"North Indian,  Chinese,  Italian,  Fast Food",4.3,24,500,North Indian
Nibs Cafe And Chocolateria,"Raja Park, East Jaipur",East Jaipur,Jaipur,"Italian,  Desserts",3.8,19,900,Italian
Brown Sugar Bistro,"Raja Park, East Jaipur",East Jaipur,Jaipur,"North Indian,  Italian,  Fast Food,  Drinks",4.5,44,900,North Indian
Cosmos Jaipur,"Raja Park, East Jaipur",East Jaipur,Jaipur,"Fast Food,  Italian",4.3,2,600,Fast Food
Green Sugar,"Shyam Nagar, West Jaipur",West Jaipur,Jaipur,"North Indian,  Chinese,  Italian",5.0,2,800,North Indian
Kebabs & Curries Company,"Brahmpuri, North Jaipur",North Jaipur,Jaipur,"North Indian,  Chinese,  Mughlai",4.4,53,1100,North Indian
Vegetrainian,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"North Indian,  Italian,  Chinese",3.7,46,1000,North Indian
Club Patio,"Hotel Dev Villas,Mansarovar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Fast Food",4.6,87,1200,North Indian
Piante  Kitchen And Bar,"Hotel Kings Corner,Raja Park, East Jaipur",East Jaipur,Jaipur,"North Indian,  Continental,  Italian,  Mexican",3.9,17,1900,North Indian
The Tattoo Cafe,"Chandpole, Central Jaipur",Central Jaipur,Jaipur,"North Indian,  Italian",4.2,3,1300,North Indian
Pentagon Bar And Kitchen,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican",3.8,54,1600,Multi-Cuisine
Office Bar,"Hotel Dev Villas,Mansarovar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Fast Food",4.5,19,1600,North Indian
HIVE Shack 24x7,"Raja Park, East Jaipur",East Jaipur,Jaipur,"North Indian,  Italian,  Fast Food",4.5,16,600,North Indian
Rominus Pizza and Burger,"Raja Park, East Jaipur",East Jaipur,Jaipur,"Fast Food,  Pizza",3.2,20,600,Fast Food
The Curio,"Raja Park, East Jaipur",East Jaipur,Jaipur,"North Indian,  Italian,  Chinese",4.4,102,800,North Indian
Kebabs and Curries Company,"Raja Park, East Jaipur",East Jaipur,Jaipur,"North Indian,  Chinese,  Mughlai",4.4,122,1000,North Indian
Publiq Club-Kitchen,"Sunny Trade Centre,Mansarovar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Italian,  Continental",3.7,101,1000,North Indian
Mojo's Irish Pub,"Hotel Ramada,Raja Park, East Jaipur",East Jaipur,Jaipur,"North Indian,  Italian,  Continental,  Chinese",4.3,47,1600,North Indian
Arham Sweets,"Nirman Nagar, West Jaipur",West Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  South Indian",3.8,11,1000,Multi-Cuisine
Levels,"Hotel Ramada,Raja Park, East Jaipur",East Jaipur,Jaipur,"North Indian,  Chinese,  Continental,  Oriental",3.9,57,1600,North Indian
Apsara Ice Cream,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"Desserts,  Ice Cream",4.4,30,300,Desserts
Marky Momos,"Raja Park, East Jaipur",East Jaipur,Jaipur,"Fast Food,  Chinese",4.0,15,600,Fast Food
Tan-Sukh,"Tonk Road, South Jaipur",South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Oriental ,  Rajasthani",4.4,84,1200,Multi-Cuisine
Jal Mahal Ice Cream Cafe,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"Desserts,  Ice Cream",3.4,9,300,Desserts
Rominus Pizza and Burger,"Ajmer Road, West Jaipur",West Jaipur,Jaipur,"Fast Food,  Pizza",3.7,24,600,Fast Food
Uphoria,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese,  Italian,  Continental,  Mexican",4.2,143,1000,North Indian
Rominus Pizza and Burger,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"Fast Food,  Pizza",3.3,12,600,Fast Food
Fusion Health Food,"Mansarovar, South Jaipur",South Jaipur,Jaipur,"Health Food,  Tea",4.5,2,400,Health Food
Cafe Lazy Mojo,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Continental,  North Indian,  Italian,  Chinese",4.5,311,1200,Continental
Dolce,"Raja Park, East Jaipur",East Jaipur,Jaipur,"Italian,  Desserts,  Fast Food",3.7,5,1200,Italian
Subway,"Elements Mall,Ajmer Road, West Jaipur",West Jaipur,Jaipur,"Fast Food,  Health Food",3.0,2,600,Fast Food
Kebabs and Curries Company,"Chitrakoot, West Jaipur",West Jaipur,Jaipur,"North Indian,  Chinese,  Mughlai",4.2,61,1000,North Indian
Tea Connect Cafe,"Jawahar Nagar, East Jaipur",East Jaipur,Jaipur,"Chinese,  Fast Food,  Street Food,  Tea",4.4,54,400,Chinese
Hopnbite Cafe And Kitchen,"Chitrakoot, West Jaipur",West Jaipur,Jaipur,"Italian,  Fast Food",5.0,1,600,Italian
Tan-Sukh,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Oriental ,  Rajasthani",4.4,90,1200,Multi-Cuisine
Game of Spices,"Mansarovar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese,  South Indian,  Biryani",5.0,2,800,North Indian
The Rustic Spot Cafe,"Mansarovar, South Jaipur",South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Fast Food",5.0,1,500,Multi-Cuisine
Kanha,"Vidhyadhar Nagar, North Jaipur",North Jaipur,Jaipur,"North Indian,  Fast Food,  Chinese,  South Indian",4.0,18,500,North Indian
Friedisthan,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,Fast Food,4.1,10,400,Fast Food
Ka10 Kitchen,"Raja Park, East Jaipur",East Jaipur,Jaipur,"North Indian,  Chinese,  Fast Food",4.6,2,700,North Indian
Kanha,"Tonk Road, South Jaipur",South Jaipur,Jaipur,"North Indian,  Fast Food,  Chinese,  South Indian",4.3,18,500,North Indian
The Belgian Waffle Co,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"Waffle,  Desserts",3.5,6,600,Waffle
Grab A Coffee,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Fast Food,  Coffee,  Shakes",5.0,4,600,Fast Food
WTF,"Ajmer Road, West Jaipur",West Jaipur,Jaipur,"Italian,  Fast Food",5.0,2,500,Italian
Marky Momos,"Chitrakoot, West Jaipur",West Jaipur,Jaipur,"Fast Food,  Chinese",3.9,6,600,Fast Food
The Eatery,"Four Points By Sheraton Hotel,Tonk Road, South Jaipur",South Jaipur,Jaipur,"North Indian,  Continental,  Italian,  Oriental",4.1,24,1500,North Indian
Brown Sugar Bistro,"Vidhyadhar Nagar, North Jaipur",North Jaipur,Jaipur,"North Indian,  Italian,  Fast Food,  Drinks",4.3,15,900,North Indian
Laziz Pizza,"Tonk Road, South Jaipur",South Jaipur,Jaipur,"Fast Food,  Pizza",4.6,13,800,Fast Food
GVD Soni's Cafe,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"Chinese,  Fast Food,  Italian",3.6,5,600,Chinese
Brown Sugar Bistro,"Tonk Road, South Jaipur",South Jaipur,Jaipur,Fast Food,4.4,13,600,Fast Food
Rominus Pizza and Burger,"Vidhyadhar Nagar, North Jaipur",North Jaipur,Jaipur,"Fast Food,  Pizza",3.8,46,600,Fast Food
Dhaba Kulture,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,North Indian,4.1,44,800,North Indian
LOCA by LA -Multigrain,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,Coffee,4.4,10,500,Coffee
Bombaye House,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Street Food,  Fast Food,  Chinese,  South Indian",4.3,41,700,Street Food
1st Story,"Four Points By Sheraton Hotel,Tonk Road, South Jaipur",South Jaipur,Jaipur,Finger Food,3.3,3,2000,Finger Food
Punjabi Tadka Pure Veg Restaurant,"Vaishali Nagar, West Jaipur",West Jaipur,Jaipur,"North Indian,  Fast Food",3.0,2,800,North Indian
Between The Brews,"Tonk Road, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese,  Continental",3.8,8,1100,North Indian
Sultanat,"Fort,Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.3,108,1400,Multi-Cuisine
TVG - The Vegetarian Grill,"Amer Road, North Jaipur",North Jaipur,Jaipur,"North Indian,  Italian,  Oriental",4.1,5,900,North Indian
The Layman-Multicusine,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Continental,  South Indian,  Oriental ,  Mexican,  Drinks",4.0,44,1000,North Indian
The Barbeque Company,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Barbecue",4.4,465,1200,North Indian
Beerlicious,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Finger Food",3.8,52,2000,Multi-Cuisine
Town Coffee,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Italian,  Continental,  Coffee",4.8,38,1500,Italian
Rustic by OTH,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Continental,  Lebanese",4.5,84,1500,North Indian
Masala Ministry,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Chinese,  Fast Food",4.3,183,900,Multi-Cuisine
De Thali,"Raja Park, East Jaipur",East Jaipur,Jaipur,North Indian,1.0,1,700,North Indian
Chai Republic,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Fast Food,  Tea",4.3,10,400,Fast Food
Rainbow Restaurant,"Amer Road, North Jaipur",North Jaipur,Jaipur,"North Indian,  Chinese,  Continental",5.0,1,800,North Indian
Draught house bar and grill,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Oriental ,  Italian,  Fast Food",4.1,43,1500,North Indian
Kanha,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Fast Food,  Chinese,  South Indian",4.0,29,500,North Indian
Brown Sugar Bistro,"Mansarovar, South Jaipur",South Jaipur,Jaipur,"Italian,  Fast Food,  Bakery and Confectionary,  Drinks",4.6,23,700,Italian
Brown Sugar - Bakery and Cafe,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Italian,  Fast Food,  Drinks",4.2,45,900,North Indian
Crystal Multicusine Restaurant,"Raja Park, East Jaipur",East Jaipur,Jaipur,"North Indian,  Chinese,  Continental",1.0,1,500,North Indian
Mamu's Infusion Cafe,"World Trade Park,Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Italian,  North Indian,  Chinese,  Mexican,  Fast Food",4.6,18,700,Italian
Demons Cafe & Lounge,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese,  Fast Food",3.8,88,1200,North Indian
Zoya,"Fort,Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese,  Continental,  Asian",4.2,37,1800,North Indian
Douse Rooftop And Kitchen,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese,  Continental",4.3,51,1300,North Indian
The Momoz Hub,"GT Central Mall,Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Chinese,  Tibetan,  Fast Food",5.0,5,500,Chinese
LAMultigrain,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Continental,  South Indian,  Chinese",4.3,43,800,North Indian
Kebabs and Curries Company,"World Trade Park,Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese,  Mughlai",4.5,107,1000,North Indian
Negchar Bagh Restaurant And Banquet,"Vidhyadhar Nagar, North Jaipur",North Jaipur,Jaipur,"North Indian,  Chinese,  Continental",3.6,22,800,North Indian
Namo Tandoori Chulha Chai Pakode Wala,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,Fast Food,5.0,4,300,Fast Food
Yo! China,"World Trade Park,Malviya Nagar, South Jaipur",South Jaipur,Jaipur,Chinese,4.1,24,800,Chinese
Queens Hub,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Fast Food,  North Indian,  Continental,  Asian,  Drinks",3.8,28,2500,Fast Food
Nibs Cafe,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Italian,  Continental",3.8,41,1100,Italian
Tea Connect Cafe,"Mansarovar, South Jaipur",South Jaipur,Jaipur,"Chinese,  Fast Food,  Street Food,  Tea",4.1,62,400,Chinese
Brown Sugar Quick,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,Fast Food,3.4,5,600,Fast Food
Surya Mahal Restaurant,"Tonk Road, South Jaipur",South Jaipur,Jaipur,"North Indian,  Rajasthani,  Chinese,  Continental,  South Indian",3.9,19,1100,North Indian
The Belgian Waffle Co,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Waffle,  Desserts",3.7,8,600,Waffle
TVG - The Vegetarian Grill,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,109,800,Multi-Cuisine
Code Black,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Mexican",3.4,19,1200,North Indian
Barbeque Nation,"Tonk Road, South Jaipur",South Jaipur,Jaipur,"Barbecue,  North Indian",4.4,108,1200,Barbecue
Amritsar House,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese,  Fast Food",4.4,80,1600,North Indian
My French Bistro,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Fast Food,  Italian,  Chinese,  Pizza,  Tea,  Drinks,  Waffle",4.0,30,700,Fast Food
Rominus Pizza and Burger,"Mansarovar, South Jaipur",South Jaipur,Jaipur,"Fast Food,  Pizza",3.9,30,600,Fast Food
Tea Connect Cafe,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Chinese,  Fast Food,  Street Food,  Tea",4.2,87,400,Chinese
Market Place,"Radisson Blu Jaipur,Durgapura, South Jaipur",South Jaipur,Jaipur,"North Indian,  Continental",4.0,7,2200,North Indian
Vegetarian By Choice,"World Trade Park,Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese,  South Indian,  Street Food",2.7,7,600,North Indian
West 56,"Radisson Blu Jaipur,Durgapura, South Jaipur",South Jaipur,Jaipur,Finger Food,5.0,1,1600,Finger Food
Conversation,"The Fern An Ecotel Hotel,Tonk Road, South Jaipur",South Jaipur,Jaipur,"Continental,  Chinese,  Mughlai",4.4,16,1800,Continental
Love over Coffee,"Tonk Road, South Jaipur",South Jaipur,Jaipur,"Italian,  Fast Food",4.6,34,600,Italian
Atsui Pan Asian - Radisson Blu Jaipur,"Radisson Blu Jaipur,Durgapura, South Jaipur",South Jaipur,Jaipur,"Asian,  Chinese,  Thai,  Japanese,  Korean",4.8,6,2500,Asian
Hooked,"Hotel Royal Empire,Malviya Nagar, South Jaipur",South Jaipur,Jaipur,Finger Food,3.7,30,1000,Finger Food
Okra,"Jaipur Marriott Hotel,Tonk Road, South Jaipur",South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.0,24,2400,Multi-Cuisine
Scene,"Radisson Blu Jaipur,Durgapura, South Jaipur",South Jaipur,Jaipur,North Indian,4.6,11,2000,North Indian
Restro NH 11,"Mansarovar, South Jaipur",South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Fast Food",3.9,70,800,Multi-Cuisine
So Hi Kebabs and Curries Company,"Tonk Road, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese,  Mughlai",4.5,118,1200,North Indian
Colorbar,"Radisson Blu Jaipur,Durgapura, South Jaipur",South Jaipur,Jaipur,"North Indian,  Italian",4.1,9,3000,North Indian
Asteria,"Tonk Road, South Jaipur",South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Mexican,  Finger Food",4.1,117,1200,Multi-Cuisine
Midnight Vegas,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,36,1600,Multi-Cuisine
3Ds Restro Lounge,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Italian,  Chinese,  Continental",3.4,23,1700,North Indian
Marky Momos,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Fast Food,  Chinese",3.1,10,600,Fast Food
Experience Haven,"Jaipur Central Mall,Tonk Road, South Jaipur",South Jaipur,Jaipur,"North Indian,  Italian,  Asian",4.1,53,1400,North Indian
Swad Anusar,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Mughlai",3.9,5,800,North Indian
Punjabi Tadka Pure Veg Restaurant,"Mansarovar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Fast Food",1.7,4,800,North Indian
Blue Pluto,"Tonk Road, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese,  Italian",4.7,4,900,North Indian
The Bohemians Cafe,"Mansarovar, South Jaipur",South Jaipur,Jaipur,Fast Food,3.7,10,500,Fast Food
Ten 11 Lounge and Bar,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"North Indian,  Continental,  Italian,  Asian,  Finger Food",2.4,4,1700,North Indian
OHM,"The Theme Hotel,Tonk Road, South Jaipur",South Jaipur,Jaipur,Finger Food,4.7,3,1500,Finger Food
180 Degree,"The Theme Hotel,Tonk Road, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese,  Continental",4.0,7,1300,North Indian
Head Light On Roof Top Bar,"The Theme Hotel,Tonk Road, South Jaipur",South Jaipur,Jaipur,Finger Food,3.8,7,1600,Finger Food
Club Regio By Asteria,"Jaipur Central Mall,Tonk Road, South Jaipur",South Jaipur,Jaipur,"North Indian,  Continental,  Italian",1.0,1,2100,North Indian
1135 AD,"Amer, North Jaipur",North Jaipur,Jaipur,"Rajasthani,  North Indian,  Mughlai",3.9,55,2500,Rajasthani
Rominus Pizza and Burger,"Malviya Nagar, South Jaipur",South Jaipur,Jaipur,"Fast Food,  Pizza",3.5,13,600,Fast Food
Marky Momos,"Pratap Nagar, South Jaipur",South Jaipur,Jaipur,"Fast Food,  Chinese",4.7,3,600,Fast Food
Kebabs and Curries Company,"Jagatpura, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese,  Mughlai",4.3,44,1000,North Indian
Mr. Bean's Pizza,"Tonk Road, South Jaipur",South Jaipur,Jaipur,"Fast Food,  Pizza,  Italian",5.0,3,700,Fast Food
Kalyan Heritage Rooftop Restaurant,"Jagatpura, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese",2.3,3,700,North Indian
Kebabs and Curries Company,"Tonk Road, South Jaipur",South Jaipur,Jaipur,"North Indian,  Chinese,  Mughlai",4.5,76,1000,North Indian
Socorro,"Crowne Plaza Jaipur,Tonk Road, South Jaipur",South Jaipur,Jaipur,"North Indian,  Continental,  Italian",4.6,34,2000,North Indian
The Clove,"Grand Maple,Sitapura, South Jaipur",South Jaipur,Jaipur,"North Indian,  Fast Food,  Chinese",4.0,6,1300,North Indian
The Amber Kitchen,"DoubleTree by Hilton,Kukas, South Jaipur",South Jaipur,Jaipur,"Multi-Cuisine,  North Indian,  European,  Asian",3.9,4,2000,Multi-Cuisine
